Date,AAPL,AMZN,BLK,GOOG,MSFT
2006-04-03,8.051922,36.139998999999996,108.78274499999999,193.590881,21.070488
2006-03-31,8.060918,36.529999,107.05461899999999,193.739914,20.8029
2006-03-30,8.064775,36.669998,106.863426,192.964951,20.818195000000003
2006-03-29,8.010794,36.32,106.825195,196.213821,20.65764
2006-03-28,7.5455429999999994,35.689999,105.601707,187.381271,20.565891
2006-03-27,7.648363000000001,35.25,106.748741,183.650528,20.649994
2006-03-24,7.706197,35.470001,106.634041,181.718094,20.649994
2006-03-23,7.731897999999999,35.68,106.20581100000001,169.840347,20.52767
2006-03-22,7.9259699999999995,36.0,106.817551,169.010742,20.75703
2006-03-21,7.943963,35.919998,106.634041,168.861725,21.208101
2006-03-20,8.22414,36.23,107.046974,172.970001,21.322782999999998
2006-03-17,8.310252,35.990002000000004,107.406403,168.797134,21.024607
2006-03-16,8.265269,36.77,107.046974,168.290436,20.848766
2006-03-15,8.512030000000001,36.889998999999996,106.15226000000001,171.13691699999998,20.917582
2006-03-14,8.65212,36.91,105.188774,174.445404,20.818195000000003
2006-03-13,8.441344,36.189999,102.65770699999999,167.44096399999998,20.72645
2006-03-10,8.121322,36.220001,101.128365,167.65953100000002,20.77232
2006-03-09,8.216429,36.119999,100.975441,170.39176899999998,20.642351
2006-03-08,8.438775,36.810001,102.252434,175.796616,20.833481
2006-03-07,8.522313,36.93,104.263535,181.047455,20.688219
2006-03-06,8.41564,36.860001000000004,105.165833,182.860672,20.573544000000002
2006-03-03,8.703529,37.209998999999996,108.086899,187.868103,20.588832999999997
2006-03-02,8.946438,36.880001,108.645164,187.008682,20.619413
2006-03-01,8.880892,37.119999,108.728981,181.221329,20.749382
2006-02-28,8.802491999999999,37.439999,108.34018700000001,180.138367,20.542957
2006-02-27,9.123797,38.009997999999996,109.40758500000001,193.92868,20.680576000000002
2006-02-24,9.184205,38.349998,109.40758500000001,187.48062099999999,20.35947
2006-02-23,9.221475,37.900002,108.111443,187.81346100000002,20.38241
2006-02-22,9.166209,38.720001,110.10896299999999,181.564102,20.428286
2006-02-21,8.878318,38.290001000000004,110.757042,182.11055,20.290667000000003
2006-02-17,9.03383,39.189999,111.755829,183.183563,20.412991
2006-02-16,9.069818,39.150002,115.049454,182.045959,20.497095
2006-02-15,8.896312,39.259997999999996,115.316299,170.08377099999998,20.5506
2006-02-14,8.693247999999999,38.25,111.28308100000001,170.550735,20.305956
2006-02-13,8.316678,37.860001000000004,108.256302,171.733047,20.107841
2006-02-10,8.650836,38.52,100.26609,180.133408,20.336428
2006-02-09,8.347524,37.990002000000004,102.400894,178.22581499999998,20.313572
2006-02-08,8.84362,38.169998,99.961151,183.34750400000001,20.504061
2006-02-07,8.688107,37.52,99.25972,182.771255,20.526923999999998
2006-02-06,8.649549,37.950001,99.53418,191.30574,20.702169
2006-02-03,9.234325,38.330002,98.85562900000001,189.542206,20.984091
2006-02-02,9.266457,42.740002000000004,98.398186,196.740387,21.090763
2006-02-01,9.69315,43.98,98.764137,199.59184299999998,21.365064999999998
2006-01-31,9.704719,44.82,101.249649,214.93206800000002,21.448881
2006-01-30,9.639173,44.959998999999996,101.707123,212.03094500000003,21.334583
2006-01-27,9.25746,45.220001,101.493652,215.344391,21.174578
2006-01-26,9.296016,44.68,102.934578,215.731873,20.191658
2006-01-25,9.536354,43.599998,98.726036,215.100983,20.115463000000002
2006-01-24,9.772834,44.02,98.321922,220.08357200000003,20.024029000000002
2006-01-23,9.982324,43.73,97.727249,212.368744,20.077364000000003
2006-01-20,9.779263,43.919998,96.82757600000001,198.439346,20.123086999999998
2006-01-19,10.158401,44.450001,90.995064,216.81483500000002,20.587885
2006-01-18,10.601804,44.32,84.552589,221.01748700000002,20.443104
2006-01-17,10.887124,44.0,85.231155,232.045761,20.56502
2006-01-13,11.000223,44.400002,85.886826,231.618546,20.717409
2006-01-12,10.833144,44.360001000000004,85.383629,230.317017,20.679312
2006-01-11,10.783021000000002,44.93,84.262886,234.29116800000003,20.793604000000002
2006-01-10,10.392313,45.650002,85.51326,233.362198,20.572639000000002
2006-01-09,9.774118,47.080002,85.162529,231.941452,20.465967000000003
2006-01-06,9.806251,47.869999,84.186623,231.32545499999998,20.504061
2006-01-05,9.559486,47.650002,82.341576,224.162048,20.56502
2006-01-04,9.635316,47.25,83.24121099999999,221.181427,20.549782
2006-01-03,9.607041,47.580002,83.103981,216.20877099999998,20.450723999999997
2005-12-30,9.239469999999999,47.150002,82.707542,206.089584,19.924979999999998
2005-12-29,9.182919,47.990002000000004,82.15857700000001,208.717499,20.016409
2005-12-28,9.455384,48.060001,82.341576,211.96637,20.107841
2005-12-27,9.540208,48.560001,82.738022,210.947983,20.161189999999998
2005-12-23,9.427111,49.220001,82.936256,214.072662,20.298334
2005-12-22,9.513218,49.220001,82.821892,214.62408399999998,20.260235
2005-12-21,9.446386,48.970001,81.792641,211.787521,20.366903
2005-12-20,9.267743,48.139998999999996,83.63768,213.481506,20.465967000000003
2005-12-19,9.173922,48.369999,84.819443,210.92811600000002,20.443104
2005-12-16,9.13922,49.209998999999996,85.91733599999999,213.685181,20.496439000000002
2005-12-15,9.276739,49.48,86.49678,209.909744,20.511682999999998
2005-12-14,9.25489,49.41,86.016441,208.126343,20.641214
2005-12-13,9.636603,49.5,85.07867399999999,207.396088,20.671688
2005-12-12,9.627605,49.07,84.23999,204.97186299999998,20.91552
2005-12-09,9.553061,48.740002000000004,83.294601,203.27787800000002,21.113623
2005-12-08,9.520932,48.349998,82.844803,203.998184,21.098379
2005-12-07,9.504222,48.830002,82.585533,200.80397,21.144094
2005-12-06,9.517071000000001,49.259997999999996,83.866386,200.962936,21.098379
2005-12-05,9.230472,48.830002,83.40898100000001,201.61369299999998,21.220291
2005-12-02,9.334575,49.060001,83.896912,207.500412,21.342209
2005-12-01,9.202195,49.0,83.44709,205.707077,21.250771
2005-11-30,8.716380000000001,48.459998999999996,81.990837,201.146729,21.090763
2005-11-29,8.752367999999999,48.549999,82.789162,200.466156,21.090763
2005-11-28,8.952862,48.349998,82.79678299999999,210.371735,21.144094
2005-11-25,8.911736,48.060001,84.39340200000001,212.925125,21.151722
2005-11-23,8.625131,48.240002000000004,82.697937,210.06373599999998,21.273629999999997
2005-11-22,8.549302,48.849998,82.226563,206.889389,21.266016
2005-11-21,8.348809,47.990002000000004,79.854416,203.357361,21.456495
2005-11-18,8.2974,47.98,79.58068100000001,198.81192,21.38792
2005-11-17,8.292256,46.740002000000004,79.078896,200.421448,21.311726
2005-11-16,8.347524,45.299999,74.608345,197.788574,21.136482
2005-11-15,8.004368,44.450001,76.030098,195.13085900000002,20.953613
2005-11-14,7.897695,42.529999,77.147743,197.202393,20.793604000000002
2005-11-11,7.909263,42.68,77.238968,193.938614,20.725227
2005-11-10,7.8629929999999995,42.18,76.326637,194.28636200000003,20.580879
2005-11-09,7.725473,41.400002,75.459846,188.34996,20.482115
2005-11-08,7.698486,41.950001,74.41066,193.690231,20.550493
2005-11-07,7.740897,41.389998999999996,73.566711,196.238663,20.520103
2005-11-04,7.859136,41.09,73.38426199999999,193.953522,20.2542
2005-11-03,7.949103999999999,41.560001,72.449066,191.727997,20.087061
2005-11-02,7.704910000000001,40.75,72.456703,188.613251,20.102255
2005-11-01,7.390032000000001,40.369999,71.734398,188.464218,19.722395000000002
2005-10-31,7.401598,39.860001000000004,72.07653,184.867615,19.524864
2005-10-28,7.000609,38.950001,70.875259,177.92775,19.39572
2005-10-27,7.12142,39.060001,71.027298,175.389267,18.879095
2005-10-26,7.329625,39.75,70.707985,176.571579,19.076628
2005-10-25,7.2101,46.169998,70.31263,172.334137,19.015854
2005-10-24,7.298781,46.93,68.88327,173.19851699999998,19.069035999999997
2005-10-21,7.153550999999999,45.950001,68.35104399999999,168.851776,18.82592
2005-10-20,7.215242,45.009997999999996,68.31302600000001,150.620361,18.833525
2005-10-19,7.061014,45.860001000000004,69.643585,153.352585,19.061438
2005-10-18,6.710147999999999,44.650002,63.629585,150.66009499999998,18.66638
2005-10-17,6.8682300000000005,45.02,64.47350300000001,151.514542,18.635992
2005-10-14,6.940204,43.790001000000004,64.47350300000001,147.113174,18.74235
2005-10-13,6.906788000000001,42.619999,63.462306999999996,147.758972,18.68157
2005-10-12,6.329722,42.549999,64.23021700000001,149.512558,18.461257999999997
2005-10-11,6.630464999999999,43.400002,65.58358,152.06098899999998,18.544828
2005-10-10,6.473668,43.759997999999996,66.389496,154.32128899999998,18.582813
2005-10-07,6.593192999999999,43.720001,67.058533,155.483734,18.68157
2005-10-06,6.644601,44.009997999999996,66.663185,155.36450200000002,18.787937
2005-10-05,6.783407,44.490002000000004,67.256203,154.351089,18.74235
2005-10-04,6.908073,44.93,68.115372,154.495163,18.977867
2005-10-03,6.996753999999999,46.009997999999996,67.758026,158.310349,19.372923
2005-09-30,6.890078999999999,45.299999,67.377876,157.20752,19.547665
2005-09-29,6.726856,44.790001000000004,67.104164,153.809616,19.707199
2005-09-28,6.564919000000001,43.369999,65.652,152.01130700000002,19.502075
2005-09-27,6.8682300000000005,43.16,64.94489300000001,155.955658,19.251369
2005-09-26,6.919639999999999,43.34,64.80046800000001,156.124557,19.198187
2005-09-23,6.837385,42.189999,65.096954,156.661072,19.198187
2005-09-22,6.670308,42.080002,65.173004,154.678955,19.251369
2005-09-21,6.697296000000001,41.25,64.595192,154.94224499999999,19.365326
2005-09-20,6.836100999999999,41.869999,66.267838,152.96014399999999,19.631229
2005-09-19,6.765414,42.75,64.96012900000001,150.913452,19.752786999999998
2005-09-16,6.581627,42.799999,64.055382,149.130051,19.805962
